Rk,Team,Date,,Opp,Result,PA,AB,R,H,1B,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,TB,GIDP,HBP,SH,SF,IBB
3823,STL,2022-08-28,,ATL,W 6-3,33,29,6,6,3,0,0,3,6,0,0,3,8,.207,.281,.517,.798,15,1,0,1,0,0
3824,MIL,2022-08-28,,CHC,W 9-7,42,38,9,16,11,3,0,2,9,0,1,4,7,.421,.476,.658,1.134,25,0,0,0,0,0
3825,ARI,2022-08-28,@,CHW,W 3-2,32,29,3,3,0,1,0,2,3,0,0,3,8,.103,.188,.345,.532,10,0,0,0,0,0
3826,WSN,2022-08-28,,CIN,W 3-2,31,28,3,6,4,1,0,1,3,1,0,1,6,.214,.290,.357,.647,10,1,2,0,0,0
3827,PHI,2022-08-29,@,ARI,L 7-13,41,36,7,11,7,3,0,1,7,1,1,3,8,.306,.366,.472,.838,17,1,1,0,1,0
3828,STL,2022-08-29,@,CIN,W 13-4,46,42,13,14,7,3,0,4,13,0,0,4,12,.333,.391,.690,1.082,29,0,0,0,0,0
3829,NYY,2022-08-29,@,LAA,L 3-4,36,32,3,6,3,1,0,2,3,0,0,3,9,.188,.257,.406,.663,13,0,0,1,0,2
3830,MIN,2022-08-29,,BOS,W 4-2,36,29,4,7,6,1,0,0,4,0,1,6,8,.241,.361,.276,.637,8,0,0,0,1,0
3831,TOR,2022-08-29,,CHC,W 5-4 (11),45,39,5,9,7,1,0,1,5,1,0,6,2,.231,.333,.333,.667,13,1,0,0,0,2
3832,BOS,2022-08-29,@,MIN,L 2-4,38,37,2,10,8,2,0,0,2,1,0,1,9,.270,.289,.324,.614,12,0,0,0,0,0
3833,LAA,2022-08-29,,NYY,W 4-3,33,32,4,9,6,0,0,3,4,0,0,0,8,.281,.303,.563,.866,18,1,1,0,0,0
3834,LAD,2022-08-29,@,MIA,W 3-2 (10),41,37,3,7,5,1,0,1,3,0,0,4,11,.189,.268,.297,.566,11,1,0,0,0,0
3835,MIA,2022-08-29,,LAD,L 2-3 (10),42,38,2,7,3,3,1,0,2,0,0,4,9,.184,.262,.316,.578,12,0,0,0,0,0
3836,PIT,2022-08-29,@,MIL,L 5-7,40,36,5,10,8,0,0,2,5,0,0,3,9,.278,.350,.444,.794,16,0,1,0,0,0
3837,ARI,2022-08-29,,PHI,W 13-7,44,34,13,10,5,4,0,1,12,0,0,8,11,.294,.442,.500,.942,17,0,1,1,0,0
3838,MIL,2022-08-29,,PIT,W 7-5,39,34,7,11,8,1,0,2,7,1,0,5,7,.324,.410,.529,.940,18,0,0,0,0,0
3839,SFG,2022-08-29,,SDP,L 5-6,39,36,5,11,10,0,0,1,5,0,0,3,7,.306,.359,.389,.748,14,2,0,0,0,0
3840,SDP,2022-08-29,@,SFG,W 6-5,39,33,6,7,5,1,0,1,6,0,0,6,3,.212,.333,.333,.667,11,1,0,0,0,0
3841,CIN,2022-08-29,,STL,L 4-13,36,32,4,7,4,0,0,3,4,0,0,4,7,.219,.306,.500,.806,16,2,0,0,0,0
3842,CHC,2022-08-29,@,TOR,L 4-5 (11),44,42,4,14,12,2,0,0,4,2,1,2,7,.333,.364,.381,.745,16,0,0,0,0,1
3843,SFG,2022-08-30,,SDP,L 3-4,40,34,3,7,5,1,0,1,3,0,1,5,11,.206,.325,.324,.649,11,0,1,0,0,0
3844,SDP,2022-08-30,@,SFG,W 4-3,40,36,4,9,5,3,0,1,4,0,1,3,9,.250,.308,.417,.724,15,0,0,0,0,0
3845,CIN,2022-08-30,,STL,W 5-1,34,33,5,11,9,1,0,1,4,0,0,1,4,.333,.353,.455,.807,15,3,0,0,0,0
3846,MIA,2022-08-30,,TBR,L 2-7,34,33,2,9,7,2,0,0,2,0,1,0,8,.273,.294,.333,.627,11,1,1,0,0,0
3847,CHC,2022-08-30,@,TOR,L 3-5,36,32,3,7,4,1,0,2,3,0,1,3,12,.219,.306,.438,.743,14,1,1,0,0,0
3848,TEX,2022-08-30,,HOU,L 2-4,33,33,2,7,5,0,0,2,2,1,0,0,10,.212,.212,.394,.606,13,1,0,0,0,0
3849,CHW,2022-08-30,,KCR,L 7-9,42,39,7,12,8,1,0,3,7,0,0,2,11,.308,.357,.564,.921,22,0,1,0,0,0
3850,BOS,2022-08-30,@,MIN,L 5-10,38,32,5,7,5,2,0,0,4,0,0,5,9,.219,.316,.281,.597,9,1,0,0,1,0
3851,LAA,2022-08-30,,NYY,L 4-7,33,33,4,7,4,1,0,2,4,0,1,0,10,.212,.212,.424,.636,14,0,0,0,0,0
3852,DET,2022-08-30,,SEA,L 3-9,36,34,3,7,4,1,2,0,3,0,0,1,8,.206,.222,.353,.575,12,0,0,0,1,0
3853,HOU,2022-08-30,@,TEX,W 4-2,40,33,4,8,6,1,0,1,4,0,0,6,8,.242,.350,.364,.714,12,2,0,0,1,0
3854,OAK,2022-08-30,@,WSN,W 10-6,45,39,10,13,8,3,0,2,10,0,0,6,10,.333,.422,.564,.986,22,1,0,0,0,0
3855,PHI,2022-08-30,@,ARI,L 3-12,31,29,3,4,3,0,0,1,3,0,0,2,8,.138,.194,.241,.435,7,2,0,0,0,0
3856,COL,2022-08-30,@,ATL,W 3-2,40,39,3,11,8,2,1,0,3,0,0,1,5,.282,.300,.385,.685,15,0,0,0,0,0
3857,STL,2022-08-30,@,CIN,L 1-5,32,30,1,4,3,0,0,1,1,0,0,1,7,.133,.188,.233,.421,7,1,1,0,0,0
3858,ATL,2022-08-30,,COL,L 2-3,39,35,2,7,4,3,0,0,2,3,0,4,12,.200,.282,.286,.568,10,0,0,0,0,0
3859,NYY,2022-08-30,@,LAA,W 7-4,40,37,7,9,6,0,0,3,5,0,0,3,6,.243,.300,.486,.786,18,0,0,0,0,0
3860,CLE,2022-08-30,,BAL,W 5-1,35,32,5,9,7,1,0,1,5,0,0,2,6,.281,.314,.406,.721,13,0,0,0,1,0
3861,MIN,2022-08-30,,BOS,W 10-5,40,33,10,9,3,3,0,3,10,0,0,6,8,.273,.400,.636,1.036,21,0,1,0,0,0
3862,TOR,2022-08-30,,CHC,W 5-3,36,30,5,6,3,1,0,2,5,0,0,4,3,.200,.333,.433,.767,13,0,2,0,0,0
3863,KCR,2022-08-30,@,CHW,W 9-7,42,39,9,13,5,4,0,4,9,1,0,3,11,.333,.381,.744,1.125,29,1,0,0,0,0
3864,BAL,2022-08-30,@,CLE,L 1-5,32,27,1,1,1,0,0,0,1,1,0,4,6,.037,.156,.037,.193,1,1,0,0,1,0
3865,SEA,2022-08-30,@,DET,W 9-3,40,37,9,11,7,1,0,3,9,0,0,2,6,.297,.325,.568,.893,21,0,0,0,1,0
3866,TBR,2022-08-30,@,MIA,W 7-2,44,41,7,14,8,4,0,2,6,2,0,2,10,.341,.386,.585,.972,24,1,1,0,0,0
3867,NYM,2022-08-30,,LAD,L 3-4,37,35,3,10,8,0,0,2,2,0,1,1,10,.286,.324,.457,.781,16,1,1,0,0,0
3868,PIT,2022-08-30,@,MIL,W 4-2,39,31,4,7,5,1,0,1,4,0,0,6,12,.226,.368,.355,.723,11,2,1,1,0,1
3869,LAD,2022-08-30,@,NYM,W 4-3,43,34,4,7,4,3,0,0,4,0,0,8,5,.206,.372,.294,.666,10,0,1,0,0,1
3870,WSN,2022-08-30,,OAK,L 6-10,40,36,6,11,6,3,0,2,6,0,1,1,10,.306,.350,.556,.906,20,0,2,0,1,0
3871,ARI,2022-08-30,,PHI,W 12-3,44,40,12,17,11,4,1,1,12,0,1,1,7,.425,.442,.650,1.092,26,0,1,1,1,0
3872,MIL,2022-08-30,,PIT,L 2-4,34,32,2,7,5,1,0,1,2,0,0,2,10,.219,.265,.344,.608,11,2,0,0,0,0
3873,NYM,2022-08-31,,LAD,W 2-1,31,31,2,8,5,2,0,1,2,0,0,0,3,.258,.258,.419,.677,13,1,0,0,0,0
3874,PIT,2022-08-31,@,MIL,L 1-6,33,33,1,5,3,1,0,1,1,0,0,0,9,.152,.152,.273,.424,9,0,0,0,0,0
3875,LAD,2022-08-31,@,NYM,L 1-2,31,30,1,3,2,0,0,1,1,2,0,1,12,.100,.129,.200,.329,6,0,0,0,0,0
3876,WSN,2022-08-31,,OAK,W 5-1,35,33,5,9,5,3,0,1,5,0,0,2,4,.273,.314,.455,.769,15,1,0,0,0,0
3877,ARI,2022-08-31,,PHI,L 2-18,34,34,2,8,6,1,0,1,1,0,0,0,7,.235,.235,.353,.588,12,1,0,0,0,0
3878,MIL,2022-08-31,,PIT,W 6-1,43,34,6,8,6,2,0,0,6,1,0,9,8,.235,.395,.294,.689,10,0,0,0,0,2
3879,HOU,2022-08-31,@,TEX,W 5-3,45,37,5,11,10,1,0,0,5,0,0,7,11,.297,.409,.324,.733,12,1,0,0,0,0
3880,OAK,2022-08-31,@,WSN,L 1-5,35,29,1,5,3,1,0,1,1,0,0,4,7,.172,.294,.310,.604,9,2,1,1,0,0
3881,PHI,2022-08-31,@,ARI,W 18-2,57,49,18,24,17,6,1,0,15,0,0,8,6,.490,.561,.653,1.214,32,2,0,0,0,0
3882,COL,2022-08-31,@,ATL,L 2-3,35,32,2,6,5,0,0,1,2,0,0,3,9,.188,.257,.281,.538,9,2,0,0,0,0
3883,STL,2022-08-31,@,CIN,W 5-3 (13),53,44,5,8,4,2,0,2,5,2,0,7,4,.182,.302,.364,.666,16,2,1,0,1,0
3884,ATL,2022-08-31,,COL,W 3-2,31,27,3,5,2,1,0,2,3,0,1,4,10,.185,.290,.444,.735,12,0,0,0,0,0
3885,SFG,2022-08-31,,SDP,L 4-5,36,32,4,6,4,2,0,0,4,0,0,2,14,.188,.278,.250,.528,8,1,2,0,0,0
3886,SDP,2022-08-31,@,SFG,W 5-4,38,32,5,9,6,3,0,0,5,0,0,3,8,.281,.351,.375,.726,12,1,1,1,1,0
3887,CIN,2022-08-31,,STL,L 3-5 (13),57,49,3,14,14,0,0,0,3,0,1,7,8,.286,.375,.286,.661,14,2,0,1,0,3
3888,MIA,2022-08-31,,TBR,L 1-2 (10),37,34,1,5,4,0,0,1,1,1,0,3,7,.147,.216,.235,.452,8,1,0,0,0,0
3889,CHC,2022-08-31,@,TOR,W 7-5,36,35,7,10,4,4,1,1,6,0,1,1,12,.286,.306,.543,.848,19,0,0,0,0,0
3890,TEX,2022-08-31,,HOU,L 3-5,36,33,3,6,3,2,0,1,3,1,0,3,11,.182,.250,.333,.583,11,0,0,0,0,0
3891,CHW,2022-08-31,,KCR,W 4-2,36,30,4,9,7,0,0,2,4,0,1,6,3,.300,.417,.500,.917,15,1,0,0,0,0
3892,BOS,2022-08-31,@,MIN,W 6-5,43,41,6,13,8,3,0,2,6,2,0,1,13,.317,.349,.537,.885,22,0,1,0,0,0
3893,LAA,2022-08-31,,NYY,W 3-2,30,29,3,6,5,0,0,1,3,0,0,1,6,.207,.233,.310,.544,9,2,0,0,0,0
3894,DET,2022-08-31,,SEA,L 3-5,39,34,3,8,8,0,0,0,3,0,0,3,7,.235,.333,.235,.569,8,0,2,0,0,0
3895,NYY,2022-08-31,@,LAA,L 2-3,34,28,2,3,1,2,0,0,2,1,0,5,10,.107,.235,.179,.414,5,1,0,0,1,0
3896,CLE,2022-08-31,,BAL,L 0-4,34,31,0,5,4,1,0,0,0,0,0,3,3,.161,.235,.194,.429,6,2,0,0,0,0
3897,MIN,2022-08-31,,BOS,L 5-6,38,34,5,9,5,3,0,1,5,0,0,3,10,.265,.316,.441,.757,15,1,0,0,1,0
3898,TOR,2022-08-31,,CHC,L 5-7,37,34,5,7,3,2,0,2,5,0,0,2,5,.206,.270,.441,.711,15,0,1,0,0,0
3899,KCR,2022-08-31,@,CHW,L 2-4,33,32,2,6,4,0,1,1,2,0,0,0,10,.188,.212,.344,.556,11,1,1,0,0,0
3900,BAL,2022-08-31,@,CLE,W 4-0,37,34,4,8,6,0,0,2,4,0,0,3,12,.235,.297,.412,.709,14,0,0,0,0,0
3901,SEA,2022-08-31,@,DET,W 5-3,39,35,5,8,4,1,1,2,5,0,0,4,8,.229,.308,.486,.793,17,0,0,0,0,0
3902,TBR,2022-08-31,@,MIA,W 2-1 (10),40,38,2,10,8,2,0,0,2,1,0,2,9,.263,.300,.316,.616,12,2,0,0,0,1
3903,CLE,2022-09-01,,BAL,L 0-3,33,29,0,2,2,0,0,0,0,0,0,4,9,.069,.182,.069,.251,2,1,0,0,0,0
3904,TEX,2022-09-01,@,BOS,L 8-9,47,39,8,13,11,1,0,1,8,2,0,7,5,.333,.426,.436,.861,17,0,0,0,1,0
3905,KCR,2022-09-01,@,CHW,L 1-7,39,36,1,8,6,2,0,0,1,0,0,2,11,.222,.263,.278,.541,10,0,0,0,0,0
3906,BAL,2022-09-01,@,CLE,W 3-0,35,34,3,7,4,0,0,3,3,2,0,1,13,.206,.229,.471,.699,16,0,0,0,0,0
3907,SEA,2022-09-01,@,DET,W 7-0,42,37,7,10,6,2,0,2,7,0,0,5,8,.270,.357,.486,.844,18,1,0,0,0,0
3908,NYM,2022-09-01,,LAD,W 5-3,34,29,5,6,3,3,0,0,5,2,0,4,8,.207,.294,.310,.604,9,0,0,0,1,0
3909,ARI,2022-09-01,,MIL,W 5-0,37,34,5,10,6,3,0,1,5,1,0,2,4,.294,.351,.471,.822,16,1,1,0,0,0
3910,LAD,2022-09-01,@,NYM,L 3-5,37,30,3,6,5,1,0,0,3,1,0,5,9,.200,.324,.233,.558,7,1,1,0,1,0
3911,WSN,2022-09-01,,OAK,W 7-5 (10),47,40,7,11,8,1,1,1,7,3,0,6,13,.275,.383,.425,.808,17,0,1,0,0,0
3912,BOS,2022-09-01,,TEX,W 9-8,44,37,9,13,9,3,0,1,9,0,0,7,11,.351,.455,.514,.968,19,1,0,0,0,1
3913,OAK,2022-09-01,@,WSN,L 5-7 (10),44,38,5,11,8,1,1,1,5,0,0,4,12,.289,.372,.447,.819,17,2,1,1,0,0
3914,MIL,2022-09-01,@,ARI,L 0-5,30,30,0,4,4,0,0,0,0,0,0,0,11,.133,.133,.133,.267,4,1,0,0,0,0
3915,COL,2022-09-01,@,ATL,L 0-3,30,30,0,2,1,1,0,0,0,0,0,0,16,.067,.067,.100,.167,3,0,0,0,0,0
3916,ATL,2022-09-01,,COL,W 3-0,30,29,3,5,3,0,0,2,3,0,0,1,13,.172,.200,.379,.579,11,0,0,0,0,0
3917,CHW,2022-09-01,,KCR,W 7-1,38,35,7,11,7,2,0,2,7,0,0,3,12,.314,.368,.543,.911,19,0,0,0,0,0
3918,DET,2022-09-01,,SEA,L 0-7,32,31,0,4,4,0,0,0,0,0,0,1,11,.129,.156,.129,.285,4,0,0,0,0,0
3919,DET,2022-09-02,,KCR,W 5-4,37,30,5,8,6,0,0,2,5,0,0,4,7,.267,.378,.467,.845,14,1,2,0,1,0
3920,CHW,2022-09-02,,MIN,W 4-3,39,36,4,11,9,1,0,1,4,0,0,1,6,.306,.359,.417,.776,15,0,2,0,0,0
3921,TBR,2022-09-02,,NYY,W 9-0,40,34,9,11,9,1,0,1,8,0,0,5,3,.324,.425,.441,.866,15,1,1,0,0,0
3922,BAL,2022-09-02,,OAK,W 5-2,36,31,5,9,5,4,0,0,5,0,0,4,7,.290,.371,.419,.791,13,1,0,1,0,1
3923,TOR,2022-09-02,@,PIT,W 4-0,42,34,4,9,5,3,0,1,4,1,1,7,8,.265,.405,.441,.846,15,0,1,0,0,0
3924,CLE,2022-09-02,,SEA,L 1-6,36,34,1,9,8,1,0,0,0,0,0,1,5,.265,.306,.294,.600,10,2,1,0,0,0
3925,ATL,2022-09-02,,MIA,W 8-1,38,34,8,11,5,1,0,5,8,1,1,3,8,.324,.395,.794,1.189,27,0,1,0,0,0
3926,SDP,2022-09-02,@,LAD,W 7-1,43,33,7,7,4,0,0,3,7,0,0,8,11,.212,.395,.485,.880,16,1,2,0,0,0
3927,ARI,2022-09-02,,MIL,W 2-1,29,27,2,6,4,2,0,0,2,0,0,1,6,.222,.250,.296,.546,8,2,0,0,0,0
3928,WSN,2022-09-02,@,NYM,L 3-7,40,38,3,10,7,2,1,0,2,0,0,2,11,.263,.300,.368,.668,14,0,0,0,0,0
3929,SFG,2022-09-02,,PHI,W 13-1,46,34,13,11,7,2,1,1,12,0,0,10,9,.324,.478,.529,1.008,18,0,1,0,1,0
3930,LAD,2022-09-02,,SDP,L 1-7,36,31,1,4,2,2,0,0,1,0,0,3,11,.129,.250,.194,.444,6,0,2,0,0,0
3931,PHI,2022-09-02,@,SFG,L 1-13,32,31,1,5,4,1,0,0,1,0,0,1,9,.161,.188,.194,.381,6,1,0,0,0,0
3932,CHC,2022-09-02,@,STL,L 0-8,35,33,0,7,7,0,0,0,0,1,0,2,9,.212,.257,.212,.469,7,1,0,0,0,0
3933,PIT,2022-09-02,,TOR,L 0-4,32,31,0,5,4,1,0,0,0,0,0,1,9,.161,.188,.194,.381,6,0,0,0,0,0
3934,NYM,2022-09-02,,WSN,W 7-3,36,30,7,10,4,3,1,2,7,0,0,4,2,.333,.389,.700,1.089,21,0,0,0,2,1
3935,HOU,2022-09-02,@,LAA,W 4-2,38,33,4,7,4,3,0,0,4,1,0,4,9,.212,.289,.303,.593,10,0,0,0,1,0
3936,OAK,2022-09-02,@,BAL,L 2-5,32,31,2,6,5,1,0,0,2,0,0,1,8,.194,.219,.226,.445,7,1,0,0,0,0
3937,TEX,2022-09-02,@,BOS,L 1-9,35,32,1,6,4,2,0,0,1,1,0,3,6,.188,.257,.250,.507,8,0,0,0,0,0
3938,MIN,2022-09-02,@,CHW,L 3-4,38,33,3,8,6,2,0,0,3,0,1,4,6,.242,.342,.303,.645,10,1,1,0,0,0
3939,SEA,2022-09-02,@,CLE,W 6-1,40,35,6,7,2,3,0,2,6,0,0,5,7,.200,.300,.457,.757,16,0,0,0,0,0
3940,KCR,2022-09-02,@,DET,L 4-5,36,34,4,8,7,0,0,1,3,0,0,1,8,.235,.278,.324,.601,11,1,1,0,0,0
3941,LAA,2022-09-02,,HOU,L 2-4,39,33,2,7,6,1,0,0,2,0,0,5,13,.212,.308,.242,.550,8,0,0,0,1,0
3942,NYY,2022-09-02,@,TBR,L 0-9,37,32,0,5,3,2,0,0,0,0,0,4,13,.156,.250,.219,.469,7,0,0,0,0,0
3943,BOS,2022-09-02,,TEX,W 9-1,42,36,9,13,8,4,0,1,9,0,0,6,8,.361,.452,.556,1.008,20,1,0,0,0,0
3944,MIL,2022-09-02,@,ARI,L 1-2,39,35,1,9,9,0,0,0,1,0,0,4,12,.257,.333,.257,.590,9,0,0,0,0,0
3945,MIA,2022-09-02,@,ATL,L 1-8,34,31,1,5,3,1,0,1,1,0,0,3,11,.161,.235,.290,.526,9,1,0,0,0,0
3946,STL,2022-09-02,,CHC,W 8-0,38,32,8,9,6,1,0,2,8,1,0,6,7,.281,.395,.500,.895,16,1,0,0,0,0
3947,COL,2022-09-02,@,CIN,L 2-3,33,30,2,6,4,1,0,1,2,0,0,3,10,.200,.273,.333,.606,10,1,0,0,0,0
3948,CIN,2022-09-02,,COL,W 3-2,37,34,3,11,8,1,0,2,3,0,1,3,9,.324,.378,.529,.908,18,1,0,0,0,1
3949,NYY,2022-09-03,@,TBR,L 1-2,31,31,1,3,2,0,0,1,1,0,0,0,7,.097,.097,.194,.290,6,0,0,0,0,0
3950,BOS,2022-09-03,,TEX,W 5-3,38,32,5,7,2,5,0,0,3,1,0,5,11,.219,.324,.375,.699,12,0,0,1,0,0
3951,MIL,2022-09-03,@,ARI,W 8-6 (10),46,42,8,12,5,4,0,3,7,1,0,3,7,.286,.348,.595,.943,25,0,1,0,0,0
3952,MIA,2022-09-03,@,ATL,L 1-2,34,30,1,5,5,0,0,0,1,1,0,3,9,.167,.235,.167,.402,5,1,0,0,1,0
3953,STL,2022-09-03,,CHC,W 8-4,39,31,8,9,4,2,0,3,8,3,0,7,8,.290,.410,.645,1.055,20,1,0,0,1,0
3954,LAD,2022-09-03,,SDP,W 12-1,42,37,12,13,5,2,2,4,12,1,0,4,6,.351,.429,.838,1.266,31,0,1,0,0,0
3955,PHI,2022-09-03,@,SFG,L 4-5,39,36,4,12,7,3,1,1,4,2,1,3,10,.333,.385,.556,.940,20,2,0,0,0,0
3956,CHC,2022-09-03,@,STL,L 4-8,37,33,4,10,8,2,0,0,4,1,0,3,4,.303,.378,.364,.742,12,4,1,0,0,0
3957,PIT,2022-09-03,,TOR,L 1-4,34,33,1,7,6,0,1,0,1,0,0,1,13,.212,.235,.273,.508,9,1,0,0,0,0
3958,NYM,2022-09-03,,WSN,L 1-7,33,31,1,4,3,0,0,1,1,1,0,2,8,.129,.182,.226,.408,7,0,0,0,0,0
3959,DET,2022-09-03,,KCR,L 2-12,37,33,2,8,6,1,0,1,2,0,0,2,5,.242,.297,.364,.661,12,1,1,0,1,0
3960,CHW,2022-09-03,,MIN,W 13-0,40,36,13,13,8,2,0,3,13,0,0,4,5,.361,.425,.667,1.092,24,1,0,0,0,0
3961,TBR,2022-09-03,,NYY,W 2-1,31,27,2,7,7,0,0,0,2,1,1,2,5,.259,.333,.259,.593,7,1,1,1,0,0
3962,BAL,2022-09-03,,OAK,W 8-1,39,35,8,11,4,2,0,5,8,1,0,4,6,.314,.385,.800,1.185,28,0,0,0,0,0
3963,TOR,2022-09-03,@,PIT,W 4-1,39,34,4,6,4,2,0,0,4,1,1,4,8,.176,.282,.235,.517,8,0,1,0,0,0
3964,CLE,2022-09-03,,SEA,L 0-4,36,34,0,9,9,0,0,0,0,0,1,1,4,.265,.306,.265,.570,9,1,1,0,0,0
3965,ATL,2022-09-03,,MIA,W 2-1,36,31,2,7,3,3,0,1,2,1,0,5,11,.226,.333,.419,.753,13,2,0,0,0,1
3966,SDP,2022-09-03,@,LAD,L 1-12,32,29,1,2,1,0,0,1,1,0,0,3,5,.069,.156,.172,.329,5,0,0,0,0,0
3967,ARI,2022-09-03,,MIL,L 6-8 (10),43,38,6,10,6,3,0,1,6,2,0,4,11,.263,.326,.421,.747,16,0,0,0,1,0
3968,WSN,2022-09-03,@,NYM,W 7-1,41,38,7,14,9,3,0,2,6,0,2,3,8,.368,.415,.605,1.020,23,1,0,0,0,0
3969,SFG,2022-09-03,,PHI,W 5-4,40,35,5,11,7,4,0,0,4,0,0,5,10,.314,.400,.429,.829,15,1,0,0,0,0
3970,HOU,2022-09-03,@,LAA,L 1-2 (12),44,42,1,7,5,2,0,0,1,2,0,1,9,.167,.186,.214,.400,9,2,0,0,0,1
3971,OAK,2022-09-03,@,BAL,L 1-8,36,33,1,8,8,0,0,0,1,0,0,1,10,.242,.278,.242,.520,8,1,1,0,1,0
3972,TEX,2022-09-03,@,BOS,L 3-5,38,37,3,10,8,0,0,2,3,0,0,1,9,.270,.289,.432,.722,16,0,0,0,0,0
3973,MIN,2022-09-03,@,CHW,L 0-13,29,27,0,1,1,0,0,0,0,0,0,2,7,.037,.103,.037,.140,1,1,0,0,0,0
3974,SEA,2022-09-03,@,CLE,W 4-0,41,34,4,7,5,1,0,1,4,0,1,6,6,.206,.341,.324,.665,11,0,1,0,0,0
3975,KCR,2022-09-03,@,DET,W 12-2,45,41,12,15,6,3,2,4,12,2,0,4,8,.366,.422,.829,1.251,34,1,0,0,0,0
3976,LAA,2022-09-03,,HOU,W 2-1 (12),45,38,2,4,2,2,0,0,2,0,0,5,10,.105,.222,.158,.380,6,0,1,0,1,1
3977,HOU,2022-09-04,@,LAA,W 9-1,41,36,9,11,7,2,0,2,9,0,0,3,6,.306,.390,.528,.918,19,2,2,0,0,0
3978,OAK,2022-09-04,@,BAL,W 5-0,38,37,5,11,8,1,0,2,5,0,0,1,2,.297,.316,.486,.802,18,1,0,0,0,0
3979,TEX,2022-09-04,@,BOS,L 2-5,34,30,2,4,3,1,0,0,2,1,1,4,7,.133,.235,.167,.402,5,0,0,0,0,0
3980,MIN,2022-09-04,@,CHW,W 5-1,41,39,5,12,8,2,1,1,4,0,0,2,9,.308,.341,.487,.829,19,0,0,0,0,0
3981,SEA,2022-09-04,@,CLE,W 6-3 (11),47,40,6,9,6,1,0,2,5,1,0,6,10,.225,.340,.400,.740,16,3,1,0,0,0
3982,KCR,2022-09-04,@,DET,W 3-2,43,35,3,9,6,3,0,0,3,1,1,6,8,.257,.395,.343,.738,12,0,2,0,0,1
3983,LAA,2022-09-04,,HOU,L 1-9,34,32,1,6,4,1,0,1,1,1,0,2,10,.188,.235,.313,.548,10,1,0,0,0,0
3984,DET,2022-09-04,,KCR,L 2-3,36,32,2,7,5,1,0,1,2,0,1,3,10,.219,.306,.344,.649,11,1,1,0,0,1
3985,CHW,2022-09-04,,MIN,L 1-5,34,33,1,7,4,3,0,0,1,0,0,1,7,.212,.235,.303,.538,10,1,0,0,0,0
3986,TBR,2022-09-04,,NYY,L 1-2,37,34,1,6,3,3,0,0,1,0,0,2,12,.176,.222,.265,.487,9,0,0,0,0,0
3987,BAL,2022-09-04,,OAK,L 0-5,34,31,0,6,4,2,0,0,0,1,0,3,6,.194,.265,.258,.523,8,2,0,0,0,0
3988,TOR,2022-09-04,@,PIT,W 4-3,40,34,4,9,8,0,0,1,4,1,0,5,8,.265,.375,.353,.728,12,3,1,0,0,0
3989,CLE,2022-09-04,,SEA,L 3-6 (11),46,39,3,9,8,1,0,0,3,2,0,5,8,.231,.348,.256,.604,10,3,2,0,0,2
3990,NYY,2022-09-04,@,TBR,W 2-1,40,35,2,6,4,1,0,1,2,0,0,3,5,.171,.250,.286,.536,10,0,1,0,1,0
3991,BOS,2022-09-04,,TEX,W 5-2,38,33,5,12,9,2,0,1,5,1,0,4,5,.364,.447,.515,.963,17,2,1,0,0,0
3992,MIL,2022-09-04,@,ARI,L 1-5,32,30,1,3,2,0,0,1,1,0,0,1,8,.100,.156,.200,.356,6,0,1,0,0,0
3993,MIA,2022-09-04,@,ATL,L 1-7,32,29,1,3,3,0,0,0,1,0,0,3,13,.103,.188,.103,.291,3,1,0,0,0,0
3994,STL,2022-09-04,,CHC,W 2-0,30,30,2,7,3,3,0,1,2,0,0,0,5,.233,.233,.433,.667,13,0,0,0,0,0
3995,LAD,2022-09-04,,SDP,W 9-4,41,33,9,9,3,4,0,2,9,1,0,6,10,.273,.390,.576,.966,19,0,1,0,1,0
3996,PHI,2022-09-04,@,SFG,L 3-5,38,36,3,9,7,1,0,1,3,0,0,2,14,.250,.289,.361,.651,13,0,0,0,0,0
3997,CHC,2022-09-04,@,STL,L 0-2,29,27,0,2,1,1,0,0,0,0,0,2,4,.074,.138,.111,.249,3,2,0,0,0,0
3998,PIT,2022-09-04,,TOR,L 3-4,36,32,3,5,2,2,0,1,3,1,0,3,13,.156,.250,.313,.563,10,0,1,0,0,0
3999,NYM,2022-09-04,,WSN,L 1-7,34,31,1,6,6,0,0,0,1,0,0,2,4,.194,.235,.194,.429,6,1,0,0,1,0
4000,ATL,2022-09-04,,MIA,W 7-1,39,31,7,9,6,2,0,1,6,0,1,7,12,.290,.410,.452,.862,14,0,0,0,1,1
4001,KCR,2022-09-04,@,DET,W 3-2,43,35,3,9,6,3,0,0,3,1,1,6,8,.257,.395,.343,.738,12,0,2,0,0,1
4002,TBR,2022-09-04,,NYY,L 1-2,37,34,1,6,3,3,0,0,1,0,0,2,12,.176,.222,.265,.487,9,0,0,0,0,0
4003,MIN,2022-09-04,@,CHW,W 5-1,41,39,5,12,8,2,1,1,4,0,0,2,9,.308,.341,.487,.829,19,0,0,0,0,0
4004,BOS,2022-09-04,,TEX,W 5-2,38,33,5,12,9,2,0,1,5,1,0,4,5,.364,.447,.515,.963,17,2,1,0,0,0
4005,COL,2022-09-04 (1),@,CIN,W 8-4,41,35,8,8,5,2,0,1,6,1,0,5,13,.229,.341,.371,.713,13,0,1,0,0,0
